Commit Hash, High Severity, Medium Severity, Low Severity, High Confidence, Medium Confidence, Low Confidence, Total Issues, CWEs
c21c54ceec7f0514413c280bf459f866f881a70f, 17, 68, 809, 878, 6, 10, 894, "20;22;259;295;327;330;400;502;605;703;78;89;"
281cf5005525d101b7c4df93e42960b5217ce89b, 17, 68, 809, 878, 6, 10, 894, "20;22;259;295;327;330;400;502;605;703;78;89;"
18353f599183cc3da59c689dc85993bb110ab545, 17, 67, 805, 874, 6, 9, 889, "20;22;259;295;327;330;400;502;605;703;78;89;"
7c2ccfbc76f141436092b6f2610c4e4258eb58e9, 17, 67, 805, 874, 6, 9, 889, "20;22;259;295;327;330;400;502;605;703;78;89;"
08062def37630d1f5eef59bce054462b0c52a0ab, 17, 67, 805, 874, 6, 9, 889, "20;22;259;295;327;330;400;502;605;703;78;89;"
c475be9d6661c6ebbbb2dedf711133341f7340c4, 17, 67, 805, 874, 6, 9, 889, "20;22;259;295;327;330;400;502;605;703;78;89;"
745a61db28b3c1990016c5c9f9ff3aabb5de119f, 17, 67, 805, 874, 6, 9, 889, "20;22;259;295;327;330;400;502;605;703;78;89;"
70bd296687c643cd211dffa3119024074393fb5c, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
507544a4ac3ab90ed4c96e4e5c1df6113041aee5, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
89dc7cf9ee53208b55ff199f6b070bd3f1fcc925, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
2881a4b83fac225e0254319cbab1725510479328, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
25b3a7a879026aa1b3c7d5f8942b2d5073ab438b, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
a093c6d9de337b68de21978f2cc763a8506c2551, 17, 67, 804, 873, 6, 9, 888, "20;22;259;295;327;330;400;502;605;703;78;89;"
255dc9ffc1a887858a64ffeb14f50076529ae9c4, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
87bf0a1efb15ae6f6e254f82e20ff303c4ed69f1, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
12a413ccf07a0a7a52c977e59b827d61445f19c7, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
5ba810c897cf2241e4586672165dde6f092f5487, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
f4473ddcd7bf478471453ed10758fd1e9ddf2427, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
5606b277799a42330b7eeef5a10468e23cb185ff, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
ada8039af3571e6b41d4f8f543ad420670e020a5, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
43c3b3e1553a88d98b43bc8f8d77fc5bd89031f2, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
7fdfd7ffbb863a1406ad954aa5cbbe5221322b5b, 17, 67, 796, 865, 6, 9, 880, "20;22;259;295;327;330;400;502;605;703;78;89;"
e61318f5c750e2d91a93ce3d79396a6b43e0a413, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
f1e354d01fc8aa211d78798c9d78035a7f2474cc, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
96f996207da7e3147506e4be4fe374cb39243e28, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
1b17d24853c1142bb410f8d03e1271e01e7a09cc, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
9946452e3e333c2730e09069d5f41456eccfab18, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
cb0d74ce2cb1c53957a5914956e1e0e221ecfd74, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
30368d035c34e4548fb920c77ac4005d1dde8759, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
3f70ca93484c26921cc5ded1f440f1556f4c589e, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
883bb866033868beec7ef146e81a5b43b5b39dce, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
87d68624356186d94b68d29cd19462f056fd4b6e, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
35546daf544811ab7791e33f9b85007ed398d3a3, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
0260d69f8592ed8c8b9cbce11b1011c92287f07a, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
4a2e69a75509c3f29a7578600248ecab623097ac, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
4097d8c4b42ff44bd12fc7e3449babe8e202d104, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
88e7cfa40094efec80173edd325da709f7a7a653, 17, 69, 798, 869, 6, 9, 884, "20;22;259;295;327;330;400;502;605;703;78;89;"
4fd79979548c007af773ee899e24d9991ff5eddc, 17, 75, 859, 930, 6, 15, 951, "20;22;259;295;327;330;400;502;605;703;78;89;"
ba0021a14f7a0ec9c125bf85b45098b2e6cda248, 17, 75, 859, 930, 6, 15, 951, "20;22;259;295;327;330;400;502;605;703;78;89;"
b9cd149a9f18bba7f1e3341c074b00caa106c142, 17, 75, 854, 925, 6, 15, 946, "20;22;259;295;327;330;400;502;605;703;78;89;"
3d4230b54e9f382281fd74bbc479ddb673b3dc6c, 17, 75, 854, 925, 6, 15, 946, "20;22;259;295;327;330;400;502;605;703;78;89;"
95582de7adc3cdd87c87013348476df761988cbd, 17, 75, 854, 925, 6, 15, 946, "20;22;259;295;327;330;400;502;605;703;78;89;"
e31182017aac5f8785611ed69aeeb8798fe92a8a, 17, 75, 854, 925, 6, 15, 946, "20;22;259;295;327;330;400;502;605;703;78;89;"
877f1dfe78d9b05101de493a02483e1e09363ba1, 12, 73, 852, 917, 6, 14, 937, "20;22;259;295;327;330;400;502;605;703;78;89;"
e9ef8eb8d0212522ca2d043b54b947064ec0d178, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
e450817284bb4a1ecca45214e075f53e50892694, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
4f9b34fbd218e1cc7e7632da905e99634523b21f, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
ccf93b4c514e5a394e13cc2a04a324cb1bb9bedc, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
542b3f9fc44fabd3acb23669e2dce1667c19d9c3, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
1cbd9967b94781817c96b8c2deb693a1e0c5dd99, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
f947ba5f0f9edc81a96a78a633524d7514eb7080, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
e02fc9cd966b4f6719322ff32d94c17c829b889e, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
eb56761a0d83247c56637504661dbffa1488e2fa, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
76ea292daf19ba96f8b2f4b4c61a3f7d98d2b58d, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
9714e91e4f72eb4bcccb5a59169d14331dd508f4, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
60248ccf1a167f63e95db55bd8ffaf4e47654d0c, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
556b11509f8a9b9638260395488c91e187233cbb, 12, 67, 788, 853, 6, 8, 867, "20;22;259;295;327;330;400;502;605;703;78;89;"
