Commit Hash, High Severity, Medium Severity, Low Severity, High Confidence, Medium Confidence, Low Confidence, Total Issues, CWEs
37eb5f0a4c2a8706b89ead1406b1577c4602cdec, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
344c106a6961b50f734b95f084fbf02057d4b475, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
710e19a81284e5af0d5db93cef7a9063b3e8534f, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
4442ff8e0a09feafcf7c91045ebbe0ba6f026feb, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
0b89fe48ad26ffcff76451bd87642d916a1a3385, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
80be68ac36b458e02f5e6af8bddd005a2f680e39, 0, 4, 115, 101, 15, 3, 119, "22;259;330;400;703;"
0580cf273debf4a7f2efcdfd5ef092ff5cedf9b0, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
e8f14ceff9b3279c67368d85f9457bb27168d126, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
1d5f5340e49d90bc097c1f75605a4dd7408c2378, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
2bc1d97c9672320828e70dc8293d5f8754682109, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
803924b02cc8ca7531b70e6497d1ff7b83f75737, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
afedfc888462f9a6e809dc9455eb3b663764cc3f, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
002f58300fdaf865cf1d305b3721c5d96003c440, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
a9fe0f872527ffc1bf64e125b7996ec4dfa598eb, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
5585f8afe1aea74dca7364f18a76f0426381001d, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
4f0ec659f9519d3009873f6adf6aa8af5ab32d8b, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
9bd0c95424aad6a80a7305761b465006af3dde0d, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
073b7e421e419ec389d8c064bbdae26c482ec17c, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
4192210232ee20ceb028ebd0ee68a6b964f5ffc1, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
38fbd2968d3e937c9f4157a54372b02fa527233b, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
fa04cdc497e2c72888cccf6268836fe3291c3d42, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
2523472c3eccb9ab9277117cc4ff705212b6888a, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
7ba257e5dac58f8796a12260776f27fd989a1182, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
f3fb90b114835cc50c4816787d56bac2fe1180c3, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
7ecdd944624cbd49e4af0a5ce1aa402607d58dcc, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
e712cffc0c22d5406c6fe02a1769992f2181f229, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
7403e002b8e033c0a34e93fba2b311e2118487fe, 0, 4, 114, 100, 15, 3, 118, "22;259;330;400;703;"
